,dayPost,timePost,codeAd,nameBike,valueBike,city,neighborhood,cep,urlBike,update
0,17/09,19:32,1233162842.0,Caixa de direção YST G Force,150.0,undef,undef,0.0,https://sp.olx.com.br/grande-campinas/ciclismo/caixa-de-direcao-yst-g-force-1233162842,20230923_1210
1,31/08,14:40,1228676099.0,Bike Caloi City Tour Freios Hidráulico Shimano Top,3000.0,São Paulo,Centro,1010000.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bike-caloi-city-tour-freios-hidraulico-shimano-top-1228676099,20230923_1210
2,28/08,10:51,1075922832.0,Bicicleta semi nova Trek Slash 9.8 2022 (tamanho XL),47000.0,São Paulo,Vila Pompéia,5023000.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bicicleta-semi-nova-trek-slash-9-8-2022-tamanho-xl-1075922832,20230923_1210
3,28/08,10:49,1131633552.0,Bicicleta semi nova Trek Top Fuel 8 2022 (tamanho M/L e M) ,28900.0,São Paulo,Vila Pompéia,5023000.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bicicleta-semi-nova-trek-top-fuel-8-2022-tamanho-m-l-e-m-1131633552,20230923_1210
4,28/08,10:49,1023622979.0,Bicicleta semi nova Trek Procaliber 9.8 2021 (tamanho L) *com nota e garantia,34000.0,São Paulo,Vila Pompéia,5023000.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bicicleta-semi-nova-trek-procaliber-9-8-2021-tamanho-l-com-nota-e-garantia-1023622979,20230923_1210
5,28/08,10:46,1186400376.0,Bicicleta usada Trek Zektor (tamanho 53) ,5000.0,São Paulo,Vila Pompéia,5023000.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bicicleta-usada-trek-zektor-tamanho-53-1186400376,20230923_1210
6,28/08,10:41,1114360116.0,Trava Cadeado Bicicleta Brasfort Com Segredo 1m - novo,54.0,Sorocaba,Conjunto Habitacional Júlio de Mesquita Filho,18053000.0,https://sp.olx.com.br/regiao-de-sorocaba/ciclismo/trava-cadeado-bicicleta-brasfort-com-segredo-1m-novo-1114360116,20230923_1210
7,28/08,10:23,1191640824.0,Bicicleta Cannondale Trail 3 aro 29 (XL),5999.0,Indaiatuba,Vila Furlan,13339315.0,https://sp.olx.com.br/grande-campinas/ciclismo/bicicleta-cannondale-trail-3-aro-29-xl-1191640824,20230923_1210
8,28/08,10:04,1220129282.0,Bike track aro 29 ,850.0,Itapecerica da Serra,Jardim Pelúcio,6867705.0,https://sp.olx.com.br/sao-paulo-e-regiao/ciclismo/bike-track-aro-29-1220129282,20230923_1210
